Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Weather,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
99,6,Suburban,Gold,49,4.32,Night,Economy,113,311.4894374,Cloudy,-73.99409,40.746012,-73.998267,40.724877
21,10,Rural,Regular,22,4.42,Night,Economy,151,647.8477765,Rainy,-73.962781,40.758633,-73.95568,40.7684
50,25,Urban,Silver,89,4.74,Night,Economy,107,383.914142,Cloudy,-73.96300507,40.71195602,-73.94667816,40.77832794
61,35,Rural,Silver,4,4.77,Night,Premium,115,557.9161858,Rainy,-73.991611,40.729711,-73.977106,40.762797
24,5,Rural,Silver,57,4.96,Evening,Premium,70,228.7960084,Rainy,-73.9823,40.768878,-73.983827,40.765568
31,17,Rural,Silver,71,4.46,Afternoon,Premium,55,237.7686221,Rainy,-73.973188,40.752932,-73.959858,40.762893
35,20,Suburban,Regular,62,3.55,Night,Economy,117,297.0874039,Rainy,-73.976145,40.728666,-73.993488,40.727156
74,30,Urban,Regular,97,3.9,Afternoon,Economy,179,794.3231511,Sunny,-73.976234,40.752035,-73.997239,40.740213
94,61,Urban,Regular,12,4.95,Afternoon,Premium,133,563.8497972,Rainy,-73.982124,40.745986,-73.957645,40.776962
44,11,Rural,Silver,31,3.92,Night,Premium,110,339.2870735,Sunny,-73.9779,40.7521,-73.9551,40.7657
84,37,Urban,Gold,3,3.83,Afternoon,Premium,69,248.9476554,Sunny,-73.991967,40.74362,-73.991957,40.743627
27,12,Suburban,Regular,39,4.51,Night,Premium,55,279.2686999,Sunny,-73.981,40.7646,-73.9629,40.7784
59,36,Suburban,Regular,43,3.74,Afternoon,Premium,25,145.0422383,Cloudy,-73.994053,40.741057,-73.986422,40.778698
82,20,Urban,Regular,59,3.99,Evening,Premium,45,241.8259565,Sunny,-73.982324,40.731568,-73.976011,40.745757
24,10,Urban,Gold,24,4.09,Night,Premium,97,430.6098548,Sunny,-73.955557,40.772544,-73.973914,40.747255
84,67,Suburban,Regular,48,4.87,Evening,Economy,81,219.9937068,Rainy,-73.988255,40.759582,-73.936405,40.799075
52,9,Suburban,Regular,24,4.19,Night,Economy,102,366.7282586,Rainy,-73.991899,40.72715,-73.962264,40.763353
38,12,Rural,Silver,44,4.85,Afternoon,Economy,110,356.8814026,Rainy,-73.975917,40.748991,-73.992434,40.740136
26,12,Urban,Regular,80,4.27,Night,Economy,134,441.4714773,Rainy,-74.01658,40.70693,-73.99828,40.72275
61,39,Suburban,Regular,82,4.49,Night,Premium,46,230.1431448,Sunny,-73.944607,40.779335,-73.951267,40.770272
87,41,Rural,Gold,97,4.27,Night,Premium,37,158.89198,Sunny,-74.002378,40.750307,-73.910177,40.911958
98,46,Suburban,Gold,55,4.71,Afternoon,Economy,173,766.9193242,Rainy,-73.969623,40.756685,-73.952762,40.769215
24,13,Urban,Silver,54,4.09,Night,Economy,161,466.7229822,Rainy,-73.989062,40.716862,-73.951492,40.73055
44,8,Urban,Gold,43,3.82,Evening,Economy,86,233.5066238,Rainy,-73.981452,40.744161,-73.955993,40.772296
71,59,Urban,Regular,71,4.47,Afternoon,Economy,31,104.1037338,Cloudy,-73.99126434,40.75073624,-73.99263,40.72417068
91,59,Urban,Silver,68,4.77,Evening,Economy,15,38.33576819,Sunny,-73.983435,40.750352,-73.994583,40.732163
32,14,Urban,Gold,75,4.49,Evening,Economy,177,761.0167601,Sunny,-73.969945,40.758924,-73.992791,40.744749
79,24,Urban,Silver,0,4.26,Afternoon,Economy,82,284.8625063,Rainy,-74.002802,40.72827,-73.870435,40.773628
73,27,Urban,Regular,55,4.27,Night,Premium,50,216.0601959,Sunny,-73.972946,40.785345,-73.982376,40.771594
32,16,Rural,Silver,80,4.78,Night,Economy,11,39.3737012,Rainy,-73.979978,40.765821,-73.983894,40.766873
22,10,Rural,Silver,5,4.44,Night,Premium,129,471.7821019,Cloudy,-74.01441193,40.71396637,-73.98847961,40.75512695
35,19,Urban,Silver,45,4.99,Night,Economy,159,508.6730025,Cloudy,-73.994637,40.760752,-73.975047,40.794395
24,10,Suburban,Regular,79,4.3,Evening,Economy,24,95.11851082,Sunny,-73.9786,40.752057,-73.911664,40.783494
67,31,Rural,Gold,64,3.62,Evening,Economy,169,735.1444901,Sunny,-73.98153,40.758525,-73.983028,40.785047
100,73,Urban,Silver,95,3.98,Evening,Premium,100,456.603073,Cloudy,-73.971075,40.755702,-73.959678,40.770889
66,16,Urban,Silver,94,4.52,Night,Economy,34,122.2418752,Sunny,-73.969577,40.75321,-73.960923,40.761182
96,36,Urban,Regular,57,4.06,Afternoon,Premium,139,599.8171406,Sunny,-73.976102,40.748691,-73.992937,40.747818
60,8,Urban,Regular,68,4.84,Night,Premium,144,438.5186068,Rainy,-73.959235,40.716485,-73.956952,40.687342
92,31,Rural,Silver,54,3.91,Evening,Premium,148,516.1330392,Sunny,-73.98198,40.772432,-73.987495,40.759743
92,49,Urban,Silver,9,4.23,Afternoon,Premium,89,397.4831041,Rainy,-73.945225,40.77425,-73.952875,40.778385
56,37,Urban,Silver,27,4.12,Night,Premium,68,317.8400261,Sunny,-73.948957,40.777035,-74.01592,40.716022
88,71,Rural,Regular,42,4.87,Night,Premium,109,330.7836403,Rainy,-73.988836,40.727063,-73.979642,40.727195
87,47,Rural,Silver,6,4.54,Night,Premium,162,743.3166378,Sunny,-73.98236084,40.74765015,-73.97647858,40.74504089
85,6,Suburban,Gold,92,4.11,Night,Economy,73,274.1712773,Sunny,-73.994666,40.740603,-74.006412,40.751417
98,54,Rural,Regular,34,4.57,Afternoon,Premium,113,462.4075929,Rainy,-73.985787,40.767932,-73.87234,40.77447
28,14,Rural,Regular,24,4.2,Night,Economy,147,533.0802632,Rainy,-73.998674,40.729925,-73.975045,40.729915
36,9,Suburban,Silver,22,3.51,Evening,Premium,37,143.2178422,Rainy,-73.968185,40.800403,-73.961753,40.805898
20,8,Suburban,Silver,38,4.82,Evening,Premium,155,574.9456425,Cloudy,-73.968867,40.762177,-74.000782,40.757605
94,36,Rural,Regular,41,4.57,Night,Economy,76,215.7417616,Sunny,-73.960398,40.797588,-73.95097,40.779293
94,82,Suburban,Gold,48,4.92,Night,Premium,20,129.7685299,Sunny,-73.964551,40.757763,-73.98352,40.754521
70,7,Urban,Regular,13,4.09,Night,Economy,117,321.0007658,Cloudy,-73.98751831,40.75929642,-74.0098114,40.70229721
90,71,Suburban,Regular,37,3.51,Night,Premium,32,172.592775,Rainy,-73.963669,40.758757,-73.972901,40.755858
42,10,Urban,Silver,56,4.01,Evening,Premium,95,455.2097852,Cloudy,-73.994406,40.732224,-73.980826,40.765036
44,18,Suburban,Gold,88,3.67,Evening,Premium,50,199.8397441,Sunny,-73.99256,40.693837,-73.970952,40.755848
60,16,Suburban,Regular,28,3.91,Afternoon,Economy,105,281.0970651,Rainy,-74.004837,40.708612,-73.992677,40.666342
26,5,Rural,Silver,7,4.75,Night,Premium,140,413.5480019,Rainy,-73.999695,40.727133,-74.000306,40.735115
79,13,Rural,Regular,6,4.63,Night,Economy,38,134.0943259,Rainy,-73.864761,40.769691,-73.974222,40.751171
26,8,Rural,Gold,65,3.58,Evening,Premium,89,378.5039616,Rainy,-73.991974,40.750199,-73.951146,40.779301
62,7,Urban,Silver,2,4.71,Night,Premium,28,162.0535855,Rainy,-73.975573,40.787747,-73.945807,40.77963
42,16,Rural,Gold,33,3.63,Night,Economy,166,513.1161278,Sunny,-73.990451,40.745724,-73.978926,40.741111
57,16,Urban,Regular,0,3.95,Night,Economy,97,308.6385555,Rainy,-73.945725,40.790127,-73.870367,40.86652
33,13,Rural,Gold,34,4.78,Night,Economy,66,239.0885465,Cloudy,-73.977529,40.738256,-73.963748,40.757634
22,10,Rural,Regular,26,4.97,Night,Economy,170,562.1650161,Sunny,-73.954522,40.765862,-73.981673,40.739825
67,44,Urban,Regular,27,4.69,Night,Economy,129,467.0198949,Cloudy,-73.997743,40.751328,-74.005203,40.740674
62,15,Suburban,Silver,15,4.28,Evening,Economy,73,327.4333417,Rainy,-73.965397,40.762745,-73.957887,40.761875
95,49,Rural,Regular,92,4.27,Evening,Premium,99,332.0936161,Sunny,-73.969617,40.7855,-73.968558,40.79916
61,36,Urban,Silver,72,4.64,Evening,Premium,109,457.0853189,Sunny,-73.865134,40.770081,-73.954594,40.783994
48,12,Rural,Silver,25,4.26,Evening,Economy,180,552.8162271,Rainy,-73.99153137,40.75024796,-73.98635101,40.77090454
93,59,Rural,Regular,30,4.11,Night,Premium,89,281.0521289,Rainy,-73.971174,40.758026,-73.947349,40.748377
59,18,Urban,Gold,67,3.86,Night,Economy,98,288.345153,Sunny,-73.977005,40.75178528,-74.17380524,40.65975189
95,73,Urban,Regular,20,3.59,Afternoon,Premium,138,666.824206,Cloudy,-74.009452,40.717382,-74.004303,40.721927
71,33,Suburban,Regular,4,4.88,Afternoon,Premium,109,436.0192373,Sunny,-73.972398,40.794152,-73.982197,40.775291
20,7,Suburban,Gold,71,3.83,Night,Premium,51,248.2203068,Cloudy,-74.006884,40.730374,-74.006324,40.739579
23,7,Urban,Gold,96,3.97,Night,Premium,165,493.233884,Rainy,-73.95916,40.76328,-73.861502,40.768217
80,69,Suburban,Silver,94,4.44,Evening,Economy,74,291.5110821,Sunny,-73.965254,40.774835,-73.958873,40.76375
58,10,Urban,Gold,51,4.27,Evening,Premium,138,459.0606515,Sunny,-74.002822,40.760515,-73.950882,40.769767
71,25,Urban,Gold,72,4.46,Afternoon,Economy,169,603.9358824,Cloudy,-73.862745,40.768895,-73.968853,40.750393
69,26,Rural,Gold,48,4.28,Afternoon,Premium,175,502.6040622,Rainy,-73.960398,40.766022,-73.976801,40.787591
89,54,Suburban,Gold,48,4.38,Night,Economy,24,74.78832689,Sunny,-73.987765,40.768932,-73.987445,40.753132
84,62,Urban,Silver,52,4.61,Night,Economy,29,126.2308115,Rainy,-73.957715,40.718093,-73.970886,40.69389
98,61,Urban,Silver,91,4.28,Evening,Economy,95,319.9423796,Cloudy,-73.882725,40.755893,-73.893032,40.746897
95,25,Urban,Gold,26,3.62,Night,Economy,81,207.6129192,Sunny,-73.997138,40.725255,-74.010165,40.71027
79,29,Rural,Silver,29,4.22,Evening,Economy,99,304.7441779,Sunny,-73.977777,40.778647,-73.964835,40.771612
82,10,Urban,Silver,97,4.43,Evening,Economy,177,481.7658793,Sunny,-73.992947,40.747795,-74.001337,40.721468
87,5,Rural,Gold,6,3.76,Afternoon,Economy,28,83.33537482,Sunny,-73.955131,40.777468,-73.929627,40.826323
83,35,Rural,Gold,3,4.32,Evening,Premium,116,513.6451022,Rainy,-73.97083,40.762662,-73.985283,40.76868
47,9,Rural,Regular,5,4.81,Evening,Premium,178,561.3748775,Cloudy,-74.010271,40.729826,-73.999624,40.714042
34,7,Urban,Silver,54,4.71,Evening,Premium,149,516.5111729,Sunny,-73.954637,40.800809,-73.9904,40.740405
26,13,Rural,Regular,14,4.19,Night,Economy,174,666.4286806,Cloudy,-73.782313,40.644625,-74.004058,40.733447
88,7,Rural,Gold,11,3.64,Evening,Premium,130,573.2085394,Rainy,-73.994579,40.735632,-73.993291,40.75269
57,26,Rural,Regular,92,3.8,Afternoon,Premium,67,283.7979252,Sunny,-74.002082,40.750592,-73.987403,40.728673
45,17,Rural,Silver,67,4.7,Night,Economy,15,66.78323719,Rainy,-73.952694,40.780859,-73.955722,40.779359
82,26,Urban,Gold,35,4.71,Night,Economy,114,289.2390325,Sunny,-73.99837,40.745332,-73.983632,40.727197
54,39,Rural,Gold,88,4.59,Afternoon,Economy,42,147.4263866,Cloudy,-73.967052,40.756692,-73.926875,40.819642
95,24,Suburban,Gold,79,3.5,Night,Economy,130,552.2304431,Cloudy,-73.9092,40.769,-73.9268,40.8607
63,31,Suburban,Silver,2,3.81,Afternoon,Premium,160,632.5601419,Sunny,-73.978286,40.744768,-73.992396,40.726679
43,18,Urban,Gold,58,4.22,Afternoon,Economy,156,494.7452575,Rainy,-73.969841,40.76231003,-73.97344971,40.75643921
33,14,Suburban,Regular,87,4.81,Afternoon,Premium,17,118.9865334,Cloudy,-73.979567,40.743797,-73.947893,40.774767
33,23,Urban,Gold,24,4.21,Night,Premium,11,91.38952597,Sunny,-73.96972,40.757577,-73.953782,40.76696
84,29,Urban,Regular,92,4.55,Night,Premium,94,424.1559867,Sunny,-73.993784,40.757054,-73.980018,40.775632
44,6,Suburban,Gold,80,4.13,Evening,Premium,40,157.3648303,Cloudy,-73.972338,40.765078,-73.954527,40.783833
53,27,Suburban,Regular,78,3.63,Evening,Premium,58,279.0950483,Rainy,-73.979054,40.78473,-73.98297,40.775048
78,63,Rural,Gold,14,4.21,Night,Economy,147,655.0651055,Rainy,-73.983675,40.729944,-73.992416,40.758208
